Question_ZH-PY,A_ZH-PY,B_ZH-PY,C_ZH-PY,D_ZH-PY,Answer_ZH-PY,Subject_ZH-PY,Subcategory_ZH-PY
xia lie na xiang shi chang wu de zui jia shi li,bei shi zai mei ge ce shi ti mu zhong jun gei chu cuo wu da an 。,xin li ce liang shi dui zhi shang fen shu shi zhong di gu  10  fen 。,gei ding ban ji zhong mei ge xue sheng de ce shi ti mu hui da jun cuo wu 。,duo ge yang ben de zhong ce xin du xi shu jiao di,B,professional_psychology,psychology
ru guo you yi jia da gong si pin qing nin lai zhi ding xin de pei xun ji hua ， nin de di yi bu ke neng shi jin xing ：,xu qiu fen xi 。,gang wei ping jia 。,zhong jie xing ping jia 。,xing cheng xing ping jia 。,A,professional_psychology,psychology
gen ju gong ping li lun ， zai ren he gong zuo qing jing xia ， ren men du hui ping gu zi ji de tou ru he chan chu ， bing jiang gai bi lv yu qi ta yuan gong bi jiao ， gong zi guo di dui yuan gong ji xiao de ying xiang da yu gong zi guo gao 。 cheng xu zheng yi zhi de shi shen me ？,jie guo de gong ping xing,jie guo de kan fa,cheng xu de gong ping xing,dai yu de bu yi zhi xing,C,professional_psychology,psychology
xing wei zhu yi guan dian yin duo zhong yuan yin er shou dao qi ta xue pai de pi pan 。 dong wu xing wei xue jia ren wei ， xing wei zhu yi zhe hu shi le jin hua yin qi de xian tian gu you de xue xi pian jian ， dan ye bu tong yi ：,zai shi yan shi shi yan zhong shi yong dong wu,zai shi yan shi shi yan zhong shi yong ren lei,shi yong shi cuo fa,shi yong cao zuo xing tiao jian fan she yuan ze,A,professional_psychology,psychology
shen me lei xing de xin li xue jia hui duan yan ren men de yi ge zhu yao dong ji shi chuan bo yi chuan wu zhi di yuan wang ？,ren zhi,jin hua lun,ren wen zhu yi,xin li dong li,B,high_school_psychology,psychology
xia lie na yi xiang zui you ke neng dao zhi gou zao ji yi ？,nao sun shang,xu lie wei zhi xiao ying,yin dao xing wen ti,qian she gan rao,C,high_school_psychology,psychology
ma zui yao qi zuo yong shi yin wei ta men zai hua xue fang mian fei chang xiang si yu,nao nei fei,ji su,fen mi wu,ga ma an ji ding suan,A,high_school_psychology,psychology
___________  shi you nao shi nei nao ji ye yi chang ji ju yin qi 。,ji zhu lie,nao mo yan,nao ji shui,nao yan,C,professional_psychology,psychology
wei le jie sheng gou mai xin ce shi biao ge de fei yong ， yi suo xue xiao de xing zheng zhu guan qing yi ming you zhi zhao de xue xiao xin li xue jia lai zhi xing yi fen yi jing liu nian de cheng ji ce shi biao ge ， gai biao ge yu dang shi xue qu de ke cheng yi zhi 。 kao lv dao xian zhuang he quan guo xue xiao xin li xue jia xie hui  (NASP)  de zhi ye dao de yuan ze ， xue xiao xin li xue jia ying gai,zhi xing guo shi de biao ge ， dan shi yong xin de gui fan,yao qiu zhi shao zhi xing ji fen xin biao ge de fu ben yi gong bi jiao,jian chi zhi zhi xing zui xin de ce shi biao ge,jian yi qu xiao ping gu,C,high_school_psychology,psychology
guan yu di er yu yan xi de de yan jiu biao ming ， xi de di er yu yan de er tong ju you xia lie na xiang te zheng ？,ren zhi fa zhan zhi hou,gou yin neng li you yu fei shuang yu er tong,mu yu neng li dui xi de di er yu yan de su du mei you ying xiang,ti gao le ren zhi ling huo xing,D,professional_psychology,psychology
xia lie na xiang shi pin xing zhang ai de ji ben te zheng,que fa shi dang de nei jiu huo hui yi,wei fan zhong yao gui ze huo gui fan,gong ji xing,chong dong xing,B,professional_psychology,psychology
xia lie na xiang zui fu he guan yu yu qian zhi liao lai fang zhe fa sheng xing qin mi guan xi de dao de zhun ze de miao shu ？,zai ren he qing kuang xia ， xin li shi dou bu de yu qian zhi liao lai fang zhe fa sheng xing qin mi guan xi 。,xin li shi zai zhi liao jie shu hou zhi shao yi nian nei bu de yu qian zhi liao lai fang zhe fa sheng xing qin mi guan xi 。,zai mou xie qing kuang xia （ li ru ， cun zai bo xue feng xian shi ）， xin li shi bu de yu qian zhi liao ke hu fa sheng xing qin mi guan xi 。,mei you jin zhi xin li shi yu qian zhi liao lai fang zhe fa sheng xing qin mi guan xi de gui ding 。,C,professional_psychology,psychology
di yi ge biao zhun hua ping gu liang biao shi ：,si tan fu - bi nai zhi li liang biao,bi nai - xi meng zhi li liang biao,wei shi cheng ren zhi li liang biao,rui wen jian jin ce yan,B,professional_psychology,psychology
nin shou chuan huan jiu nin de qian lai fang zhe chu ting zuo zheng 。 zai zuo zheng qi jian ， dui fang lv shi yao qiu nin ti gong lai fang zhe de ji mi xin xi 。 nin ying gai ：,ju jue zai mei you fa yuan ming ling de qing kuang xia ti gong gai xin xi 。,zhu zhang bao mi te quan ， chu fei ke hu qian shu le qi quan shu 。,ti gong xin xi ， qian ti shi nin ren wei gai xin xi yu an jian you guan 。,ti gong xin xi ， yin wei zai zhe zhong qing kuang xia gai te quan yi bei fang qi 。,B,professional_psychology,psychology
mei guo yi liao bao jian xi tong zhu yao you na ge wang luo zhu dao ？,gong gong bu men,si ying bu men,VA  xi tong,mei you zhu dao wang luo ， dou tong yang zhong yao,B,professional_psychology,psychology
Baltes  deng ren  (1999)  de yan jiu hui cui fen xi biao ming ， zai zu zhi zhong shi xing tan xing gong zuo zhi ke neng dui xia lie na xiang chan sheng zui da de you yi ying xiang ？,kuang gong,zi wo ping ding ji xiao,dui gong zuo an pai de man yi du,sheng chan li,A,professional_psychology,psychology
xia lie na zhong lei xing de shu ju she ji tong ji zai zhi ding shi jian duan nei guan cha dao de xing wei de fa sheng ci shu ？,chi xu shi jian ji lu,yan chi ji lu,shi jian ji lu,zheng ti - jian ge ji lu,C,high_school_psychology,psychology
ren he ke neng dui tai er fa yu zao cheng fu mian ying xiang de wu zhi ___________。,shu yu a pu ga ping fen,shi zhi ji ji,jin zao cheng qian  6  zhou de wen ti,shi guan zhi wu zhi,B,professional_psychology,psychology
“ xi tong fang fa ” jie jue gong shang ye wen ti de zhu yao zhong dian zai yu gai shan,zu zhi ji xiao,gong zuo xi guan,zu zhi shi qi,ge ren shi qi,A,professional_psychology,psychology
shuai jian jiao zheng gong shi yong yu heng liang ：,ti gao ce shi de xin du dui qi xiao du de ying xiang 。,ti gao ce shi de xiao du dui qi xin du de ying xiang 。,ce shi xiang mu di shu liang dui ce shi xiao du de ying xiang 。,ce shi xiang mu di shu liang dui ce shi xin du de ying xiang 。,A,professional_psychology,psychology
fei ni ya si · gai qi de nao sun shang an li yan jiu shi zhong yao de ， yin wei yi xia na ge yuan yin ？,gai qi de shi gu shi di yi pi yong neng gai bian da nao shen jing di zhi di yao wu jin xing zhi liao de shi gu zhi yi 。,zhe shi di yi ge you chong fen zheng ju zheng ming da nao te ding qu yu yu yi xi lie shen ti he qing xu bian hua you guan de li zi zhi yi 。,zhe ci shi gu wei jing shen ke yi sheng ti gong le di yi pi yong xin li zhi liao ji shu zhi liao nao sun shang huan zhe de ji hui 。,zai fei ni ya si · gai qi bing li zhong shou ci shi yong  CAT  sao miao lai ji lu nao sun shang de cheng du 。,B,high_school_psychology,psychology
zai  Tamika  xiang mu qin bao yuan ta de qian tai shao zhi hou ，Tamika  he ta de mu qin qu le yi ge jiu ji chu fang ， dan ren zhi yuan zhe wei wu jia ke gui de ren ti gong wan can 。 zai ti gong le  120  dun wan can hou ，Tamika  gao su ta de mu qin ， ta hen gao xing ta men neng mai de qi ta xi huan de mei wei shi wu 。Tamika  yue lai yue jue de zi ji hen xing fu ， xia mian na yi zhong li lun neng zui hao di jie shi zhe yi dian ？,xiang dui bo duo,shi ying shui ping,ye ke si - dao sen xing fen,su zhi - ying ji,A,high_school_psychology,psychology
guan yu zai zheng ge sheng ming zhou qi de ren zhi 、 xing wei he she hui bian hua de yan jiu shi you xia lie na yi ge zui zhi jie de yan jiu nei rong ？,xin li ji liang xue jia,zhi ye xin li xue jia,fa zhan xin li xue jia,she hui xin li xue jia,C,high_school_psychology,psychology
shi yong xia lie na zhong yan jiu she ji shi ， zi xiang guan zui you ke neng cheng wei wen ti ？,shi jian xu lie,xi yin,zu jian,suo luo men si zu,A,professional_psychology,psychology
REM  shui mian bei ren wei shi yi zhong mao dun shui mian ， yin wei,zai wan shang de shui mian guo cheng zhong ， da nao mo shi cong α bo zhuan bian wei δ bo,ren men zong shi ke yi ba meng de nei rong biao yan chu lai,ru guo bo duo  REM  shui mian yi duan shi jian ， ren men hui shi tu zeng jia  REM  shui mian,tou nao hen huo yue ， dan shen ti que chu yu ma bi zhuang tai,D,high_school_psychology,psychology
zai fa xian  Maria  chu yu yin shi shi tiao de zao qi jie duan hou ，Maria  de fu mu jian chi rang ta qu kan xin li yi sheng 。 sui ran  Maria  can jia le xin li zhi liao ， dan ta chi dao le ， bu pei he ， shen zhi chong man di yi 。 guo le yi duan shi jian ， ta de fu dao yi sheng kai shi tan jiu  Maria  de di yi qing xu ， fa xian zhe xie qing xu shi ji shang shi ta dui fu mu de gan qing 。Maria  dui fu dao yi sheng de bu he zuo he di yi jiu shi yi ge _____ de li zi,yi zhi,xiang hu chong tu de dong ji,yi qing,fan yi qing zuo yong,C,high_school_psychology,psychology
yi wei liu nian ji de lao shi hen dan xin ， yin wei ban li de xue sheng  Kerry  yi zhi dui tong xue huai you di yi 。 yi xia na yi zhong jiao shi ce lve zui you ke neng gu li  Kerry  yu tong xue geng he zuo ？,you yu  Kerry  de di yi xing wei ， zu zhi ta can jia you xi huo ke jian huo dong,rang  Kerry  ji zhu xing wei gui ze ， bing zai jiao shi li xie xia guan yu ru he ying yong zhe xie gui ze de li zi,dui  Kerry  de di dui xing wei bu yu guan zhu huo pi zhun,shi shi she jiao ji neng pei xun ， jiao  Kerry  shi dang de ti dai di yi xing wei de xing wei,D,high_school_psychology,psychology
guan yu xin du he xiao du zhi jian de guan xi ， xia lie na ge shuo fa shi zheng que de ？,xin du he xiao du shi xiang hu pai chi de ： yi ge ce shi ke yi shi ke xin lai de huo you xiao de ， dan bu ke neng liang zhe dou shi 。,ru guo yi ge ce shi shi ke xin lai de ， na me ta shi you xiao de ， dan ru guo yi ge ce shi shi bu ke xin lai de ， ta jiu bu neng shi you xiao de 。,xiao du shi yi ge yu cheng jiu ce shi xiang guan de gai nian ， xin du shi yu neng li qing xiang ce shi xiang guan de xiang ying gai nian 。,ce shi ke neng shi ke xin lai de ， dan bu shi you xiao de 。,D,high_school_psychology,psychology
zhu yao shi yong guan cha fang fa lai diao cha hu le jie te ding huan jing huo she zhi zhong ying xiang xing wei de sheng li he xin li bian liang de ping gu shi ：,gong neng xing xing wei ping gu,gong zuo yang ben ce yan,chang mo can zhao ce yan,sheng tai ping gu,D,professional_psychology,psychology
zai kai che qu xue xiao de lu shang ，Elise  cong shou yin ji li ting dao yin yue hui men piao zeng pin de xiao xi 。 ta bi xu shi di qi ge da dian hua de ren cai neng ying 。 dang ta ba che ting zai lu bian yi bian da dian hua shi ， ta dui zi ji chong fu le hao ji bian dian hua hao ma 。Elise  shi yong xia mian na yi zhong fang fa ji zhu dian hua hao ma de ？,shi jue ji yi,jing xi fu shu,zu kuai,wei chi xing fu shu,D,high_school_psychology,psychology
cong wei ji tuan ti gan yu zhong huo yi zui duo de ren shi,cong yi ge sheng huo wei ji zou xiang ling yi ge sheng huo wei ji de ren,cong zheng chang de sheng huo ya li zhong huo de le fu dai man zu de ren,te bie liao jie she hui xian shi de ren,jing li guo yan zhong zheng zhuang ji xing fa zuo de ren,D,professional_psychology,psychology
shi yong yan wu ji shu chang shi jiao shou xin xing wei ju you nan du ， qi yuan yin shi xia lie na xiang ？,qing xu fan ying xing tong chang hui zeng jia,cheng fa zhi hui yi zhi bu qia dang de xing wei,xing wei pin lv tong chang di,yu dao tiao jian fan she yi zhi,A,professional_psychology,psychology
yi ming can yu she ji pi pei zu she ji yan jiu de xue sheng jue ding tui chu yan jiu 。 shou xi yan jiu zhe （ zhi ye xin li shi ） xiang gai xue sheng qiang diao le xue sheng shu ju dui yan jiu de zhong yao xing ， dan gai xue sheng reng jian chi yao qiu che hui qi shu ju 。 ci shi yan jiu zhe ying gai ：,jing gao gai xue sheng ， tui chu yan jiu jiang ying xiang ta de ke cheng cheng ji 。,ti xing gai xue sheng ， you yu ta qian shu le zhi qing tong yi shu ， yin ci xian zai bu neng yao qiu che hui qi shu ju 。,gao su gai xue sheng ， ta de ming zi hui cong suo you shu ju zhong shan chu ， dan ta de shu ju hui na ru yan jiu 。,yun xu gai xue sheng tui chu yan jiu 。,D,professional_psychology,psychology
xia lie na yi xiang zui bu ke neng dao zhi pian jian ？,ke ban yin xiang,xun zhao ti zui yang,wai qun ti tong zhi xing,chao chang mu biao,D,high_school_psychology,psychology
dui yu xu yao jiu yan jiu de zhen shi mu di qi pian yan jiu bei shi de qing kuang ， bei shi ：,bu bi huo zhi yan jiu de zhen shi mu di ， qian ti shi qi pian xing wei fu he yan jiu de yu qi jia zhi 。,bu bi huo zhi yan jiu de zhen shi mu di ， chu fei zai qi pian qing kuang xia hui dui ta men zao cheng zhong da de xin li shang hai 。,ying zai can yu hou jin kuai huo zhi zhen shi mu di 。,bi xu zai can yu hou li ji huo zhi zhen shi mu di 。,C,professional_psychology,psychology
zai da duo shu qing kuang xia ，“ bao mi te quan yong you zhe ” shi zhi ：,xin li zhi liao shi 。,lai fang zhe 。,xin li zhi liao shi he lai fang zhe 。,fa yuan 。,B,professional_psychology,psychology
tang na de · de lei de mai er yi sheng zheng zai zhen dui zui jin li hun de nan xing chuang ban yi ge zhi liao xiao zu 。 ta gao su dang di bao zhi de yi ming bian ji （ gang yu qi zi li hun ）， ru guo bian ji zai bao zhi shang kan deng you guan gai xiang mu di wen zhang ， ta jiu ke yi mian fei can jia gai xiao zu 。 de lei de mai er yi sheng de xing wei ：,fu he zhi ye dao de ， yin wei ta de qing qiu bu wei fan dao de zhun ze 。,fu he zhi ye dao de ， qian ti shi gai bian ji dui xiang mu jin xing zhun que miao shu 。,bu fu he zhi ye dao de ， yin wei ta de qing qiu ju you bo xue xing bing wei fan le zhi ye dao de zhun ze 。,bu fu he zhi ye dao de ， qian ti shi gai an pai dui ta wei bian ji ti gong zhi liao shi de ke guan xing chan sheng fu mian ying xiang 。,C,professional_psychology,psychology
zai xia lie na zhong qing kuang xia ， yi ge ren zui you ke neng zai jin ji qing kuang xia de dao bang zhu ？,you yi ming pang guan zhe 。,you shu ming pang guan zhe 。,you shu ming tong xing pang guan zhe 。,you shu ming yi xing pang guan zhe 。,A,professional_psychology,psychology
diao da yin yue bo fang qi de yin liang hui gai bian sheng yin de na ge fang mian ？,yin bo de zhen fu,yin bo de pin lv,yin diao de gao di,yin diao de zhuan huan,A,high_school_psychology,psychology
Brenda  zai bie ren pi ping ta shi hui sheng qi ， ta tan lun cheng wei di yi wei nv zong tong ， kua da zi ji de neng li he cai hua ， li yong tong xue ， zai ke tang shang bu duan yao qiu guan zhu 。 dang ta shou dao can jia zuo wen bi sai de zheng shu shi ， ta gao su da jia ta ying de le yi ge zhu ming de xie zuo jiang 。 ta hen ke neng hui bei zhen duan wei,yi bing zheng,cuo luan xing jing shen fen lie zheng,fan she hui xing ren ge zhang ai,zi lian xing ren ge zhang ai,D,high_school_psychology,psychology
yi jia zi xun gong si pin qing sa mu · si tong bo shi xie zhu yi jia da xing gong si kai zhan yi xiang zheng zai jin xing de yan jiu xiang mu 。 si tong bo shi zhi jie zai xiang mu zhu guan tang pu sen bo shi （ yi ming chi zheng zu zhi xin li xue jia ） de ling dao xia gong zuo 。 tang pu sen bo shi qing si tong bo shi shen yue ta wei gai xiang mu bian xie de chu bu bao gao ； zai shen yue guo cheng zhong ， si tong bo shi fa xian bao gao zhong you yi xie shu ju ju you wu dao xing ， ke neng bu zhun que 。 si tong bo shi xiang tang pu sen bo shi biao da zi ji de dan you hou ， de dao le “ hui chu li hao zhe ge wen ti ” de da fu 。 sui hou ， si tong bo shi de zhi bao gao wei jin xing ren he xiu gai qie yi ti jiao gei gong si 。 si tong bo shi cha kan le zhi ye dao de zhun ze ， jue ding mei you bi yao jin yi bu zhui jiu ci shi 。 si tong bo shi de jie lun shi ：,shi zheng que de ， yin wei zhe zhong qing kuang bu shou zhi ye dao de zhun ze de yue shu 。,shi zheng que de ， yin wei ta yi jing chang shi yi zhi ye dao de zhun ze suo jin zhi de fei zheng shi fang shi jie jue ci wen ti 。,shi zheng que de ， yin wei xiang mu zhu guan you ze ren xiang gong si ti gong wan zheng 、 zhun que de shu ju 。,bu zheng que ， yin wei ta you ze ren que bao xiang gong si ti gong wan zheng 、 zhun que de shu ju 。,D,professional_psychology,psychology
“ ni ban dao le ， dan shi wo bei ren tui le ” zhe ju hua zui fu he de miao shu shi ？,zi wo zhi jue pian cha,xing wei zhe - guan cha zhe xiao ying,ji ben gui yin pian cha,zi wo jian kong,B,professional_psychology,psychology
xia mian na ju hua zui zhun que di miao shu le shen jing yuan de jiao liu fang shi ？,shen jing yuan tong guo yi ge xi bao de he xia yi ge xi bao de shu tu zhi jian de wu li jie chu jin xing jiao liu 。,dian liu zai shen jing yuan zhi jian chuan di ， cong er zai shen jing yuan zhi jian chuan di xin xi 。,hua xue wu zhi cong yi ge shen jing yuan chuan di dao ling yi ge shen jing yuan ， ying xiang shen jing yuan shi fou fang dian 。,shen jing yuan tong guo shen jing fan she jiang xin xi cong ji sui chuan di dao da nao pi ceng 。,C,high_school_psychology,psychology
yi wei xin li shi zai dang di bao zhi shang kan deng guang gao ， cheng qi ke yi bao zheng zhi yu jiao lv zheng 。,gai guang gao bu fu he zhi ye dao de ， yin wei xin li shi bu ke yi da guang gao,gai guang gao fu he zhi ye dao de ， yin wei gai xin li shi hen you xiu,gai guang gao bu fu he zhi ye dao de ， yin wei qi nei rong dui zhi liao you xiao xing zuo chu le wu dao xing bao zheng,gai guang gao fu he zhi ye dao de ， yin wei xin li shi ye shou dao 《 mei guo xian fa di yi xiu zheng an 》 de bao hu ， you yan lun zi you quan li,C,professional_psychology,psychology
